tract_id,tract_name,total_pop,median_income,median_home_value,median_gross_rent,occupied_units,owner_units,renter_units,hispanic_pop,white_pop,black_pop,poverty_universe,below_poverty,poverty_rate,year,centroid_distance_miles,beltline_half_mile,beltline_one_mile,beltline_three_miles,pct_white,pct_black,pct_hispanic,pct_renter
13089023311,"Census Tract 233.11, DeKalb County, Georgia",4066.0,72750.0,174300.0,1315.0,1410,1272,138,93.0,227.0,3621.0,4287.0,95.0,0.0221600186610683,2010,14.107600080602495,0.0,0.0,0.0,0.0558288243974422,0.8905558288243974,0.022872602065912444,0.09787234042553192
13089023313,"Census Tract 233.13, DeKalb County, Georgia",4597.0,48431.0,135900.0,1133.0,1471,1161,310,81.0,96.0,4298.0,4059.0,594.0,0.1463414634146341,2010,13.107291936316916,0.0,0.0,0.0,0.020883184685664562,0.9349575810311073,0.017620187078529477,0.2107409925220938
13089023315,"Census Tract 233.15, DeKalb County, Georgia",5302.0,54813.0,167200.0,1328.0,1708,1602,106,170.0,391.0,4615.0,5334.0,680.0,0.1274840644919385,2010,16.512961758595726,0.0,0.0,0.0,0.07374575631837042,0.8704262542436816,0.03206337231233497,0.06206088992974239
13089023410,"Census Tract 234.10, DeKalb County, Georgia",3761.0,29057.0,114000.0,783.0,1602,563,1039,34.0,26.0,3665.0,3896.0,884.0,0.2268993839835729,2010,5.1865499196089955,0.0,0.0,0.0,0.0069130550385535765,0.9744748737038021,0.00904014889657006,0.6485642946317104
13089023411,"Census Tract 234.11, DeKalb County, Georgia",3591.0,41391.0,128500.0,905.0,1253,871,382,47.0,71.0,3416.0,3905.0,810.0,0.2074263764404609,2010,4.462959437920646,0.0,0.0,0.0,0.019771651350598718,0.9512670565302144,0.013088276246170982,0.3048683160415004
13089023413,"Census Tract 234.13, DeKalb County, Georgia",3442.0,53568.0,149500.0,1220.0,1307,1109,198,37.0,198.0,3145.0,3705.0,186.0,0.0502024291497975,2010,7.504048456181043,0.0,0.0,0.0,0.05752469494479954,0.9137129575828007,0.01074956420685648,0.1514919663351186
13089023422,"Census Tract 234.22, DeKalb County, Georgia",5156.0,53135.0,143200.0,1210.0,1724,1407,317,90.0,66.0,4924.0,5144.0,522.0,0.1014774494556765,2010,7.321657065011088,0.0,0.0,0.0,0.012800620636152055,0.9550038789759504,0.017455391776570985,0.18387470997679814
13089023424,"Census Tract 234.24, DeKalb County, Georgia",5087.0,61042.0,159600.0,1688.0,1601,1306,295,35.0,138.0,4838.0,5267.0,435.0,0.0825897095120562,2010,5.6519016773512165,0.0,0.0,0.0,0.02712797326518577,0.951051700412817,0.006880283074503637,0.18425983760149905
13089023425,"Census Tract 234.25, DeKalb County, Georgia",5489.0,55348.0,154400.0,1171.0,2107,1592,515,67.0,105.0,5245.0,5823.0,665.0,0.1142023012193027,2010,8.650403900254897,0.0,0.0,0.0,0.019129167425760613,0.9555474585534706,0.012206230643104391,0.24442335073564309
13089023426,"Census Tract 234.26, DeKalb County, Georgia",4432.0,55786.0,159200.0,976.0,1271,1167,104,57.0,41.0,4250.0,4067.0,551.0,0.1354806983034177,2010,10.03476287155219,0.0,0.0,0.0,0.009250902527075812,0.9589350180505415,0.01286101083032491,0.08182533438237609
13089023427,"Census Tract 234.27, DeKalb County, Georgia",2841.0,59224.0,166300.0,1330.0,1002,897,105,38.0,50.0,2720.0,2766.0,216.0,0.0780911062906724,2010,12.254310626374389,0.0,0.0,0.0,0.017599436818021823,0.9574093629003871,0.013375571981696586,0.10479041916167664
13089023501,"Census Tract 235.01, DeKalb County, Georgia",3550.0,24429.0,104100.0,780.0,1305,574,731,52.0,158.0,3285.0,3995.0,1492.0,0.3734668335419274,2010,5.135830996446754,0.0,0.0,0.0,0.044507042253521124,0.9253521126760563,0.014647887323943662,0.5601532567049808
13089023504,"Census Tract 235.04, DeKalb County, Georgia",3488.0,25330.0,145600.0,782.0,1458,610,848,19.0,103.0,3333.0,3745.0,1189.0,0.3174899866488651,2010,5.076435077235802,0.0,0.0,0.0,0.029529816513761468,0.9555619266055045,0.005447247706422019,0.5816186556927297
13089023505,"Census Tract 235.05, DeKalb County, Georgia",2761.0,44861.0,134300.0,1200.0,987,679,308,55.0,105.0,2565.0,2567.0,813.0,0.3167121153097,2010,5.819951394434023,0.0,0.0,0.0,0.03802969938428106,0.9290112278160086,0.0199203187250996,0.3120567375886525
13089023506,"Census Tract 235.06, DeKalb County, Georgia",5910.0,47050.0,149600.0,921.0,1988,1436,552,93.0,210.0,5504.0,5478.0,490.0,0.0894487039065352,2010,6.849542922795423,0.0,0.0,0.0,0.03553299492385787,0.9313028764805414,0.015736040609137057,0.2776659959758551
13089023507,"Census Tract 235.07, DeKalb County, Georgia",4129.0,50721.0,123800.0,1170.0,1645,1206,439,58.0,200.0,3797.0,5063.0,850.0,0.1678846533675686,2010,7.9070647719584155,0.0,0.0,0.0,0.048437878420925166,0.9195931218212642,0.014046984742068298,0.2668693009118541
13089023601,"Census Tract 236.01, DeKalb County, Georgia",2502.0,49885.0,158600.0,1037.0,1042,709,333,54.0,547.0,1813.0,2648.0,421.0,0.1589879154078549,2010,3.46120768466554,0.0,0.0,0.0,0.21862509992006396,0.7246203037569944,0.02158273381294964,0.31957773512476007
13089023602,"Census Tract 236.02, DeKalb County, Georgia",2314.0,42819.0,109400.0,1066.0,745,530,215,18.0,145.0,2101.0,1925.0,549.0,0.2851948051948051,2010,3.553328640106084,0.0,0.0,0.0,0.06266205704407951,0.907951598962835,0.007778738115816767,0.28859060402684567
13089023603,"Census Tract 236.03, DeKalb County, Georgia",3483.0,24496.0,129300.0,776.0,1377,812,565,25.0,155.0,3259.0,3078.0,798.0,0.2592592592592592,2010,4.418414741519023,0.0,0.0,0.0,0.044501866207292566,0.9356876256101062,0.00717772035601493,0.4103122730573711
13089023803,"Census Tract 238.03, DeKalb County, Georgia",5194.0,38750.0,132400.0,972.0,1951,1458,493,84.0,449.0,4544.0,5632.0,1091.0,0.1937144886363636,2010,3.191939000972083,0.0,0.0,0.0,0.08644589911436272,0.8748556026184059,0.016172506738544475,0.2526909277293696
13121000100,"Census Tract 1, Fulton County, Georgia",4413.0,114922.0,550600.0,1332.0,2023,1688,335,149.0,3982.0,113.0,4433.0,142.0,0.0320324836453868,2010,0.949509380331863,0.0,1.0,1.0,0.9023340131429867,0.025606163607523227,0.03376387944708815,0.16559565002471577
13121000400,"Census Tract 4, Fulton County, Georgia",1715.0,100125.0,398500.0,1054.0,1055,647,408,64.0,1416.0,169.0,1672.0,112.0,0.0669856459330143,2010,0.406106621123749,1.0,1.0,1.0,0.8256559766763848,0.09854227405247813,0.037317784256559766,0.3867298578199052
13121000700,"Census Tract 7, Fulton County, Georgia",2794.0,37232.0,188600.0,748.0,301,200,101,95.0,666.0,1958.0,1790.0,1323.0,0.7391061452513966,2010,0.23825928995388918,1.0,1.0,1.0,0.2383679312813171,0.7007874015748031,0.03400143163922691,0.33554817275747506
13121001001,"Census Tract 10.01, Fulton County, Georgia",2272.0,52411.0,344400.0,1192.0,638,287,351,117.0,1062.0,184.0,976.0,131.0,0.1342213114754098,2010,1.2367323857894073,0.0,0.0,1.0,0.46742957746478875,0.08098591549295775,0.05149647887323944,0.5501567398119123
13121001002,"Census Tract 10.02, Fulton County, Georgia",6315.0,30250.0,,1125.0,311,0,311,296.0,3875.0,567.0,531.0,307.0,0.5781544256120528,2010,1.3813208627071298,0.0,0.0,1.0,0.613618368962787,0.08978622327790974,0.046872525732383215,1.0
13121001400,"Census Tract 14, Fulton County, Georgia",2182.0,69473.0,344100.0,1144.0,1497,540,957,82.0,1815.0,131.0,2441.0,164.0,0.0671855796804588,2010,0.17909867945821217,1.0,1.0,1.0,0.8318056828597616,0.06003666361136572,0.03758020164986251,0.6392785571142284
13121001600,"Census Tract 16, Fulton County, Georgia",2072.0,61497.0,351000.0,974.0,1159,391,768,117.0,1623.0,219.0,1992.0,198.0,0.0993975903614457,2010,0.2666557969556888,1.0,1.0,1.0,0.7833011583011583,0.10569498069498069,0.056467181467181465,0.6626402070750647
13121002100,"Census Tract 21, Fulton County, Georgia",2451.0,26438.0,227700.0,782.0,1027,237,790,71.0,518.0,1694.0,3252.0,1514.0,0.465559655596556,2010,1.627922229455192,0.0,0.0,1.0,0.21134230926152592,0.6911464708282333,0.028967768257853937,0.7692307692307693
13121002300,"Census Tract 23, Fulton County, Georgia",1476.0,20350.0,107800.0,756.0,673,195,478,43.0,35.0,1377.0,1683.0,813.0,0.483065953654189,2010,0.24620234625153092,1.0,1.0,1.0,0.023712737127371274,0.9329268292682927,0.029132791327913278,0.7102526002971769
13121002400,"Census Tract 24, Fulton County, Georgia",2273.0,29117.0,133700.0,801.0,977,426,551,23.0,70.0,2144.0,2187.0,540.0,0.2469135802469135,2010,0.012982328465568932,1.0,1.0,1.0,0.030796304443466784,0.943246810382754,0.010118785745710514,0.563971340839304
13121002500,"Census Tract 25, Fulton County, Georgia",1904.0,24596.0,123800.0,819.0,873,114,759,50.0,41.0,1764.0,2003.0,420.0,0.2096854717923115,2010,0.6144263360386205,0.0,1.0,1.0,0.02153361344537815,0.9264705882352942,0.026260504201680673,0.8694158075601375
13121002600,"Census Tract 26, Fulton County, Georgia",914.0,27891.0,219200.0,,368,64,304,24.0,20.0,848.0,,,,2010,1.1920734170460536,0.0,0.0,1.0,0.02188183807439825,0.9277899343544858,0.0262582056892779,0.8260869565217391
13121002900,"Census Tract 29, Fulton County, Georgia",2523.0,52426.0,226600.0,1009.0,999,247,752,169.0,1054.0,1136.0,1569.0,299.0,0.1905672402804334,2010,0.2572994342064129,1.0,1.0,1.0,0.41775663892191833,0.45025762980578676,0.06698374950455807,0.7527527527527528
13121003000,"Census Tract 30, Fulton County, Georgia",2870.0,76714.0,520300.0,1107.0,1396,928,468,105.0,2335.0,272.0,2682.0,262.0,0.0976882923191648,2010,0.28793765302610563,1.0,1.0,1.0,0.813588850174216,0.09477351916376307,0.036585365853658534,0.335243553008596
13121003100,"Census Tract 31, Fulton County, Georgia",1599.0,39688.0,189100.0,796.0,669,306,363,71.0,718.0,716.0,1731.0,548.0,0.316580011554015,2010,0.24268529449598178,1.0,1.0,1.0,0.44903064415259536,0.44777986241400874,0.04440275171982489,0.5426008968609866
13121003200,"Census Tract 32, Fulton County, Georgia",2015.0,56071.0,246000.0,1002.0,1166,607,559,87.0,1423.0,410.0,1884.0,332.0,0.1762208067940552,2010,0.17727643486694375,1.0,1.0,1.0,0.7062034739454094,0.20347394540942929,0.04317617866004963,0.4794168096054888
13121003500,"Census Tract 35, Fulton County, Georgia",2241.0,52969.0,262800.0,1093.0,720,227,493,185.0,603.0,1333.0,1271.0,293.0,0.2305271439811172,2010,1.5266920932580164,0.0,0.0,1.0,0.26907630522088355,0.5948237394020527,0.0825524319500223,0.6847222222222222
13121003600,"Census Tract 36, Fulton County, Georgia",1207.0,23545.0,218100.0,770.0,719,67,652,49.0,88.0,1031.0,1043.0,408.0,0.3911792905081496,2010,1.275260391496842,0.0,0.0,1.0,0.07290803645401822,0.8541839270919636,0.04059652029826015,0.9068150208623088
13121003800,"Census Tract 38, Fulton County, Georgia",3967.0,23750.0,84300.0,539.0,258,60,198,133.0,20.0,3733.0,530.0,193.0,0.3641509433962264,2010,0.8272789060754964,0.0,1.0,1.0,0.005041593143433325,0.9410133602218301,0.033526594403831614,0.7674418604651163
13121003900,"Census Tract 39, Fulton County, Georgia",1331.0,15426.0,95400.0,681.0,493,199,294,17.0,25.0,1263.0,1189.0,764.0,0.6425567703952901,2010,0.2712108507288066,1.0,1.0,1.0,0.018782870022539443,0.9489105935386927,0.012772351615326822,0.5963488843813387
13121004000,"Census Tract 40, Fulton County, Georgia",2231.0,28399.0,120500.0,985.0,877,585,292,29.0,42.0,2132.0,2084.0,821.0,0.3939539347408829,2010,0.38692884241987924,1.0,1.0,1.0,0.01882563872702824,0.9556252801434334,0.012998655311519497,0.3329532497149373
13121004100,"Census Tract 41, Fulton County, Georgia",1862.0,30668.0,184900.0,974.0,659,189,470,62.0,66.0,1648.0,1799.0,732.0,0.4068927181767648,2010,0.2992562924531274,1.0,1.0,1.0,0.03544575725026853,0.8850698174006445,0.03329752953813104,0.7132018209408194
13121004200,"Census Tract 42, Fulton County, Georgia",2212.0,21115.0,161100.0,532.0,1142,196,946,28.0,78.0,2060.0,2260.0,719.0,0.318141592920354,2010,0.5535241391973279,0.0,1.0,1.0,0.0352622061482821,0.9312839059674503,0.012658227848101266,0.8283712784588442
13121004300,"Census Tract 43, Fulton County, Georgia",2421.0,28792.0,271800.0,794.0,613,155,458,61.0,131.0,2147.0,1216.0,434.0,0.3569078947368421,2010,1.0860063495286945,0.0,0.0,1.0,0.05410987195373813,0.8868236266005782,0.025196199917389507,0.7471451876019576
13121004400,"Census Tract 44, Fulton County, Georgia",2238.0,15585.0,278500.0,,425,41,384,24.0,28.0,2160.0,,,,2010,1.2277013693044059,0.0,0.0,1.0,0.012511170688114389,0.9651474530831099,0.010723860589812333,0.9035294117647059
13121004800,"Census Tract 48, Fulton County, Georgia",936.0,10636.0,122800.0,,268,42,226,28.0,51.0,835.0,,,,2010,1.254117407760239,0.0,0.0,1.0,0.05448717948717949,0.8920940170940171,0.029914529914529916,0.8432835820895522
13121004900,"Census Tract 49, Fulton County, Georgia",2481.0,85789.0,238100.0,1255.0,1094,749,345,90.0,1187.0,1109.0,2333.0,297.0,0.1273039005572224,2010,1.137194792959718,0.0,0.0,1.0,0.4784361144699718,0.44699717855703347,0.036275695284159616,0.3153564899451554
13121005000,"Census Tract 50, Fulton County, Georgia",1899.0,47378.0,268300.0,913.0,965,589,376,123.0,1228.0,453.0,1897.0,441.0,0.2324723247232472,2010,0.40104438717451474,1.0,1.0,1.0,0.6466561348077936,0.23854660347551343,0.06477093206951026,0.38963730569948185
13121005300,"Census Tract 53, Fulton County, Georgia",3443.0,81981.0,271100.0,873.0,1556,1223,333,138.0,1938.0,1216.0,3222.0,320.0,0.0993171942892613,2010,0.428070001161692,1.0,1.0,1.0,0.5628812082486204,0.3531803659599187,0.04008132442637235,0.21401028277634962
13121005501,"Census Tract 55.01, Fulton County, Georgia",2307.0,32273.0,201900.0,915.0,814,393,421,56.0,291.0,1845.0,2584.0,1002.0,0.3877708978328173,2010,0.3901246480842299,1.0,1.0,1.0,0.12613784135240572,0.7997399219765929,0.024273948851322065,0.5171990171990172
13121005700,"Census Tract 57, Fulton County, Georgia",1544.0,14554.0,67100.0,668.0,455,139,316,20.0,26.0,1485.0,1010.0,613.0,0.6069306930693069,2010,0.7233800477589044,0.0,1.0,1.0,0.01683937823834197,0.9617875647668394,0.012953367875647668,0.6945054945054945
13121005800,"Census Tract 58, Fulton County, Georgia",1412.0,20339.0,161100.0,643.0,531,219,312,46.0,118.0,1134.0,1289.0,579.0,0.4491854150504267,2010,0.43251141980752,1.0,1.0,1.0,0.08356940509915015,0.8031161473087819,0.032577903682719546,0.5875706214689266
13121006000,"Census Tract 60, Fulton County, Georgia",3390.0,20972.0,116500.0,830.0,1309,655,654,38.0,99.0,3182.0,3002.0,1002.0,0.3337774816788807,2010,0.3282690773976486,1.0,1.0,1.0,0.02920353982300885,0.9386430678466077,0.011209439528023599,0.49961802902979374
13121006100,"Census Tract 61, Fulton County, Georgia",3471.0,31250.0,127500.0,886.0,1261,877,384,27.0,62.0,3353.0,3620.0,1270.0,0.3508287292817679,2010,0.6910133506800721,0.0,1.0,1.0,0.017862287525208874,0.9660040334197637,0.007778738115816767,0.3045202220459952
13121006200,"Census Tract 62, Fulton County, Georgia",1311.0,28239.0,112500.0,965.0,365,177,188,29.0,32.0,1230.0,1109.0,531.0,0.478809738503156,2010,0.13392420394697213,1.0,1.0,1.0,0.02440884820747521,0.9382151029748284,0.02212051868802441,0.5150684931506849
13121006300,"Census Tract 63, Fulton County, Georgia",1924.0,17266.0,107100.0,671.0,625,215,410,32.0,55.0,1802.0,1126.0,465.0,0.4129662522202487,2010,0.23320515351655727,1.0,1.0,1.0,0.028586278586278588,0.9365904365904366,0.016632016632016633,0.656
13121006400,"Census Tract 64, Fulton County, Georgia",1346.0,24375.0,216100.0,718.0,519,87,432,283.0,70.0,950.0,1387.0,558.0,0.4023071377072819,2010,0.3933786078957208,1.0,1.0,1.0,0.05200594353640416,0.7057949479940565,0.21025260029717682,0.8323699421965318
13121006500,"Census Tract 65, Fulton County, Georgia",3678.0,43346.0,121200.0,1056.0,1505,970,535,81.0,446.0,3077.0,4340.0,1043.0,0.2403225806451613,2010,0.45458681181718996,1.0,1.0,1.0,0.1212615551930397,0.8365959760739532,0.02202283849918434,0.3554817275747508
13121006601,"Census Tract 66.01, Fulton County, Georgia",1889.0,32245.0,129000.0,819.0,738,363,375,40.0,275.0,1545.0,1464.0,644.0,0.4398907103825136,2010,0.9446001625191567,0.0,1.0,1.0,0.1455796717840127,0.8178930651138169,0.021175224986765485,0.508130081300813
13121006602,"Census Tract 66.02, Fulton County, Georgia",1129.0,13269.0,96300.0,587.0,390,45,345,16.0,15.0,1071.0,827.0,354.0,0.4280532043530834,2010,0.9191226658651152,0.0,1.0,1.0,0.013286093888396812,0.9486271036315324,0.0141718334809566,0.8846153846153846
13121006801,"Census Tract 68.01, Fulton County, Georgia",2418.0,,,,0,0,0,556.0,768.0,1072.0,0.0,0.0,,2010,1.045448002898286,0.0,0.0,1.0,0.3176178660049628,0.44334160463192723,0.22994210090984285,
13121006802,"Census Tract 68.02, Fulton County, Georgia",1958.0,9449.0,87300.0,593.0,497,132,365,8.0,11.0,1907.0,1620.0,1277.0,0.7882716049382716,2010,1.5705442154090556,0.0,0.0,1.0,0.0056179775280898875,0.973953013278856,0.0040858018386108275,0.7344064386317908
13121006900,"Census Tract 69, Fulton County, Georgia",3166.0,46384.0,213900.0,750.0,1364,794,570,593.0,1050.0,1422.0,3648.0,526.0,0.144188596491228,2010,0.7310949867707992,0.0,1.0,1.0,0.33164876816171823,0.4491471888818699,0.18730259001895136,0.4178885630498534
13121007001,"Census Tract 70.01, Fulton County, Georgia",3943.0,34123.0,112500.0,894.0,1328,702,626,174.0,164.0,3541.0,3558.0,989.0,0.2779651489600899,2010,1.9634973761024437,0.0,0.0,1.0,0.04159269591681461,0.8980471722039056,0.044128835911742326,0.4713855421686747
13121007002,"Census Tract 70.02, Fulton County, Georgia",2975.0,25609.0,114500.0,849.0,938,448,490,347.0,144.0,2425.0,2440.0,1077.0,0.4413934426229508,2010,2.1658210291363083,0.0,0.0,1.0,0.048403361344537814,0.8151260504201681,0.11663865546218487,0.5223880597014925
13121007100,"Census Tract 71, Fulton County, Georgia",2145.0,22658.0,77900.0,486.0,1077,380,697,57.0,19.0,2052.0,2818.0,1165.0,0.4134137686302342,2010,2.2085081505968573,0.0,0.0,1.0,0.008857808857808859,0.9566433566433566,0.026573426573426574,0.6471680594243269
13121007200,"Census Tract 72, Fulton County, Georgia",1706.0,32344.0,110800.0,918.0,636,356,280,54.0,24.0,1603.0,1871.0,706.0,0.3773383217530732,2010,4.389788244463394,0.0,0.0,0.0,0.01406799531066823,0.9396248534583822,0.031652989449003514,0.44025157232704404
13121007400,"Census Tract 74, Fulton County, Georgia",3326.0,13674.0,114800.0,618.0,1208,187,1021,461.0,203.0,2578.0,2713.0,1319.0,0.4861776631035753,2010,2.860457598151732,0.0,0.0,1.0,0.061034275405892964,0.7751052315093205,0.1386049308478653,0.8451986754966887
13121007500,"Census Tract 75, Fulton County, Georgia",3511.0,20126.0,120900.0,604.0,1647,427,1220,139.0,236.0,3042.0,3694.0,1351.0,0.3657282079047103,2010,1.7664834097258586,0.0,0.0,1.0,0.06721731700370265,0.8664198234121333,0.03958986043862148,0.7407407407407407
13121007602,"Census Tract 76.02, Fulton County, Georgia",2418.0,46278.0,117200.0,748.0,967,575,392,25.0,24.0,2337.0,2532.0,480.0,0.1895734597156398,2010,2.516784056142286,0.0,0.0,1.0,0.009925558312655087,0.966501240694789,0.01033912324234905,0.40537745604963804
13121007603,"Census Tract 76.03, Fulton County, Georgia",4296.0,19506.0,117100.0,669.0,2219,210,2009,75.0,337.0,3787.0,4985.0,1641.0,0.3291875626880642,2010,1.969904211504713,0.0,0.0,1.0,0.07844506517690875,0.8815176908752328,0.017458100558659217,0.9053627760252366
13121007604,"Census Tract 76.04, Fulton County, Georgia",2730.0,26534.0,104800.0,771.0,1000,160,840,28.0,20.0,2658.0,2206.0,686.0,0.3109700815956482,2010,3.1480160510934985,0.0,0.0,0.0,0.007326007326007326,0.9736263736263736,0.010256410256410256,0.84
13121007703,"Census Tract 77.03, Fulton County, Georgia",3861.0,46563.0,167200.0,795.0,1613,1128,485,50.0,37.0,3695.0,3521.0,665.0,0.1888667992047713,2010,4.922190154088894,0.0,0.0,0.0,0.009583009583009583,0.957005957005957,0.01295001295001295,0.30068195908245504
13121007705,"Census Tract 77.05, Fulton County, Georgia",3628.0,26349.0,112900.0,817.0,1779,461,1318,35.0,23.0,3534.0,3537.0,971.0,0.2745264348317783,2010,5.062852640918118,0.0,0.0,0.0,0.006339581036383682,0.974090407938258,0.009647188533627343,0.7408656548622822
13121007805,"Census Tract 78.05, Fulton County, Georgia",3449.0,31421.0,159800.0,811.0,1349,501,848,276.0,69.0,3039.0,3407.0,968.0,0.2841209275022013,2010,6.040996539991496,0.0,0.0,0.0,0.020005798782255727,0.8811249637576108,0.08002319512902291,0.6286137879911046
13121007806,"Census Tract 78.06, Fulton County, Georgia",5474.0,32013.0,131300.0,911.0,2153,1275,878,55.0,17.0,5349.0,5487.0,1079.0,0.1966466192819391,2010,4.695404176565258,0.0,0.0,0.0,0.003105590062111801,0.9771647789550603,0.010047497259773474,0.40780306549001394
13121007807,"Census Tract 78.07, Fulton County, Georgia",3116.0,15933.0,89700.0,679.0,1074,449,625,543.0,31.0,2510.0,3213.0,1514.0,0.4712107065048241,2010,3.8572114829848654,0.0,0.0,0.0,0.00994865211810013,0.8055198973042362,0.17426187419768935,0.5819366852886406
13121007808,"Census Tract 78.08, Fulton County, Georgia",4306.0,16854.0,88500.0,601.0,1273,94,1179,403.0,31.0,3812.0,3662.0,1735.0,0.4737848170398689,2010,3.842247570448772,0.0,0.0,0.0,0.007199256850905713,0.885276358569438,0.09359033906177427,0.9261586802827966
13121007900,"Census Tract 79, Fulton County, Georgia",4673.0,55578.0,183400.0,1257.0,1997,1817,180,57.0,46.0,4496.0,4462.0,172.0,0.0385477364410578,2010,3.360245968374865,0.0,0.0,0.0,0.00984378343676439,0.9621228332976675,0.012197731649903702,0.09013520280420631
13121008000,"Census Tract 80, Fulton County, Georgia",4875.0,39549.0,155800.0,951.0,1784,1201,583,51.0,98.0,4647.0,4806.0,892.0,0.1856013316687474,2010,1.631945972106755,0.0,0.0,1.0,0.020102564102564103,0.9532307692307692,0.010461538461538461,0.3267937219730942
13121008202,"Census Tract 82.02, Fulton County, Georgia",1893.0,17710.0,103800.0,675.0,1053,396,657,36.0,12.0,1825.0,3036.0,1468.0,0.4835309617918313,2010,4.631945946937452,0.0,0.0,0.0,0.006339144215530904,0.9640781827786582,0.01901743264659271,0.6239316239316239
13121008301,"Census Tract 83.01, Fulton County, Georgia",2903.0,21988.0,124200.0,790.0,1060,463,597,46.0,45.0,2759.0,2859.0,1009.0,0.3529206016089541,2010,1.9680806295653746,0.0,0.0,1.0,0.015501205649328281,0.9503961419221495,0.01584567688598002,0.5632075471698114
13121008302,"Census Tract 83.02, Fulton County, Georgia",2000.0,24906.0,99500.0,780.0,929,475,454,21.0,13.0,1951.0,2631.0,1027.0,0.3903458760927404,2010,1.4159046826380832,0.0,0.0,1.0,0.0065,0.9755,0.0105,0.48869752421959095
13121008400,"Census Tract 84, Fulton County, Georgia",3181.0,16627.0,97300.0,704.0,1376,370,1006,42.0,45.0,3042.0,3269.0,1465.0,0.4481492811257265,2010,0.6587666079111335,0.0,1.0,1.0,0.014146494812951903,0.9563030493555486,0.013203395158755108,0.7311046511627907
13121008500,"Census Tract 85, Fulton County, Georgia",3774.0,24255.0,92500.0,835.0,1412,525,887,54.0,78.0,3594.0,4323.0,1289.0,0.2981725653481378,2010,0.9106492471441462,0.0,1.0,1.0,0.02066772655007949,0.9523052464228935,0.014308426073131956,0.6281869688385269
13121008601,"Census Tract 86.01, Fulton County, Georgia",4917.0,20992.0,94400.0,545.0,1514,564,950,57.0,48.0,4763.0,4870.0,2319.0,0.4761806981519507,2010,2.0936952320227986,0.0,0.0,1.0,0.009762050030506406,0.9686800894854586,0.011592434411226357,0.6274768824306473
13121008602,"Census Tract 86.02, Fulton County, Georgia",1285.0,18354.0,169800.0,443.0,876,214,662,24.0,60.0,1168.0,2588.0,1544.0,0.5965996908809892,2010,3.413352223047839,0.0,0.0,0.0,0.04669260700389105,0.9089494163424124,0.01867704280155642,0.7557077625570776
13121008903,"Census Tract 89.03, Fulton County, Georgia",2372.0,37546.0,205100.0,812.0,961,276,685,1252.0,433.0,609.0,2256.0,705.0,0.3125,2010,1.9681166726099752,0.0,0.0,1.0,0.18254637436762225,0.25674536256323777,0.5278246205733558,0.7127991675338189
13121009501,"Census Tract 95.01, Fulton County, Georgia",4015.0,119922.0,,1272.0,1885,1369,516,73.0,3746.0,99.0,4150.0,286.0,0.0689156626506024,2010,1.1232008952081631,0.0,0.0,1.0,0.9330012453300125,0.024657534246575342,0.01818181818181818,0.2737400530503979
13121009601,"Census Tract 96.01, Fulton County, Georgia",2438.0,66042.0,364300.0,1198.0,1242,511,731,183.0,1837.0,275.0,2256.0,357.0,0.1582446808510638,2010,2.1564526004276257,0.0,0.0,1.0,0.7534864643150123,0.11279737489745693,0.07506152584085315,0.5885668276972624
13121009700,"Census Tract 97, Fulton County, Georgia",3534.0,126364.0,652000.0,1287.0,1678,1361,317,98.0,3153.0,145.0,4297.0,83.0,0.0193158017221317,2010,3.2037241897407145,0.0,0.0,0.0,0.8921901528013583,0.041029994340690434,0.027730616864742503,0.18891537544696066
13121009802,"Census Tract 98.02, Fulton County, Georgia",4141.0,181333.0,,1377.0,1756,1004,752,103.0,3579.0,184.0,3973.0,176.0,0.0442990183740246,2010,3.904700556783602,0.0,0.0,0.0,0.8642839893745472,0.04443371166384931,0.024873219029219996,0.428246013667426
13121009900,"Census Tract 99, Fulton County, Georgia",4993.0,115903.0,810900.0,1148.0,2060,1500,560,100.0,4524.0,160.0,4918.0,110.0,0.0223668157787718,2010,3.2195242917338907,0.0,0.0,0.0,0.906068495894252,0.032044862807931104,0.02002803925495694,0.27184466019417475
13121010107,"Census Tract 101.07, Fulton County, Georgia",1834.0,161546.0,680900.0,,671,671,0,71.0,1620.0,53.0,1829.0,47.0,0.0256971022416621,2010,11.821414888168935,0.0,0.0,0.0,0.8833151581243184,0.028898582333696837,0.03871319520174482,0.0
13121010108,"Census Tract 101.08, Fulton County, Georgia",3830.0,196875.0,627900.0,1128.0,1435,1208,227,165.0,3233.0,196.0,3999.0,34.0,0.0085021255313828,2010,11.848224776790454,0.0,0.0,0.0,0.8441253263707572,0.05117493472584857,0.04308093994778068,0.15818815331010452
13121010115,"Census Tract 101.15, Fulton County, Georgia",2546.0,147232.0,652600.0,1336.0,876,637,239,100.0,2061.0,211.0,2324.0,84.0,0.036144578313253,2010,5.856950534639086,0.0,0.0,0.0,0.8095051060487038,0.0828750981932443,0.03927729772191673,0.2728310502283105
13121010117,"Census Tract 101.17, Fulton County, Georgia",3133.0,50554.0,115200.0,996.0,1511,201,1310,318.0,1096.0,1448.0,2801.0,344.0,0.1228132809710817,2010,10.196588813254033,0.0,0.0,0.0,0.34982444940951163,0.46217682732205556,0.1015001595914459,0.8669755129053607
